,number of trials,number of parameters,type of function,accuracy [calc. max/ actual max],time per trial [s],type_of_opt
187,14,2,trig,0.9560669530133940,0.0026673030853271500,Bayes_s
188,23,2,trig,0.9964707658305180,0.0022957420349121100,Bayes_s
189,23,2,trig,0.0416128851174194,0.0044035959243774400,Bayes_s
190,18,2,trig,0.1466898802857630,0.0026153802871704100,Bayes_s
191,24,2,trig,0.05523485785344720,0.002863445281982420,Bayes_s
192,24,2,trig,0.971313477034235,0.0024088430404663100,Bayes_s
193,22,2,trig,0.04213190040618800,0.0029715394973754900,Bayes_s
194,14,2,trig,0.5813612914851890,0.0025705575942993200,Bayes_s
195,22,2,trig,0.31377151930859200,0.0031308984756469700,Bayes_s
196,22,2,trig,0.08121308248616670,0.0022725152969360400,Bayes_s
197,22,2,trig,0.07987973321640520,0.003172178268432620,Bayes_s
198,21,2,trig,0.09913634635528350,0.0025492620468139600,Bayes_s
199,16,2,trig,0.04099876353219200,0.0035932397842407200,Bayes_s
200,18,2,trig,0.04343333476267580,0.0030615949630737300,Bayes_s
201,16,2,trig,0.6038777775132650,0.0025244617462158200,Bayes_s
202,23,2,trig,0.09781536803953790,0.003232121467590330,Bayes_s
203,21,2,trig,0.5951293863172510,0.003329038619995120,Bayes_s
204,18,2,trig,0.07913548326281980,0.002220139503479000,Bayes_s
205,17,2,trig,0.09195073663257980,0.003134260177612310,Bayes_s
206,16,2,trig,2.933927126860790,0.003620882034301760,Bayes_s
207,24,2,trig,0.03970943487816660,0.0025312042236328100,Bayes_s
208,17,2,trig,0.05579955720107590,0.0029451990127563500,Bayes_s
209,14,2,trig,0.4072714952855660,0.002496514320373540,Bayes_s
210,19,2,trig,1.00000000976,0.0026164007186889600,Bayes_s
211,24,2,trig,0.25100797708639100,0.0020123767852783200,Bayes_s
212,19,2,trig,0.14388223528777800,0.004337258338928220,Bayes_s
213,25,2,trig,0.23538924294715300,0.002275543212890630,Bayes_s
214,16,2,trig,1.000000000085,0.002906203269958500,Bayes_s
215,18,2,trig,0.2171850335185160,0.0029655742645263700,Bayes_s
216,14,2,trig,0.21423683591421300,0.003894081115722660,Bayes_s
217,20,2,trig,0.5757714065882870,0.0035007429122924800,Bayes_s
218,24,2,trig,0.39199760281944400,0.0030057382583618200,Bayes_s
219,22,2,trig,0.09312130794366600,0.002871742248535160,Bayes_s
220,18,2,trig,0.0645529447076376,0.002270803451538090,Bayes_s
221,25,2,trig,0.09994795559432820,0.0022765541076660200,Bayes_s
222,25,2,trig,0.18698784129651600,0.002293243408203130,Bayes_s
223,23,2,trig,0.045256058907113100,0.00351015567779541,Bayes_s
224,24,2,trig,0.1291389903469090,0.0024555635452270500,Bayes_s
225,23,2,trig,0.07324570923835020,0.002843618392944340,Bayes_s
226,24,2,trig,0.04359321662042900,0.00268524169921875,Bayes_s
227,20,2,trig,0.59921137050462,0.003174037933349610,Bayes_s
228,25,2,trig,0.11872778825880600,0.0030201148986816400,Bayes_s
229,24,2,power,0.7326607944091960,0.002654976844787600,Bayes_s
230,18,2,power,0.9673457834759540,0.002735600471496580,Bayes_s
231,25,2,power,0.8060101937286840,0.002136516571044920,Bayes_s
232,21,2,power,0.9767780721215280,0.0021033620834350600,Bayes_s
233,18,2,power,0.3731494714768950,0.0029091835021972700,Bayes_s
234,15,2,power,0.9735250089200110,0.0029181957244873000,Bayes_s
235,23,2,power,0.5165114883760800,0.0028215599060058600,Bayes_s
236,22,2,power,0.6620442073748060,0.0022470808029174800,Bayes_s
237,15,2,power,0.5071928177467360,0.0022164392471313500,Bayes_s
238,17,2,power,0.9736386269362400,0.002261495590209960,Bayes_s
239,22,2,power,0.969363001588659,0.0020214986801147500,Bayes_s
240,23,2,power,0.734173707993725,0.0026152849197387700,Bayes_s
241,18,2,power,0.8102858190762660,0.002089099884033200,Bayes_s
242,25,2,power,0.7083505255331580,0.0026604366302490200,Bayes_s
243,19,2,power,0.547325890356621,0.0027367782592773400,Bayes_s
244,21,2,power,0.7077585158696460,0.0020983409881591800,Bayes_s
245,19,2,power,0.731887394579424,0.002050623893737790,Bayes_s
246,24,2,power,0.970678578618684,0.0023232412338256800,Bayes_s
247,14,2,power,0.47573458034089400,0.0019721555709838900,Bayes_s
248,19,2,power,0.18775875506547000,0.001885857582092290,Bayes_s
249,20,2,power,0.6584602566172530,0.0020998620986938500,Bayes_s
250,24,2,power,0.9753428971796820,0.0024460601806640600,Bayes_s
251,14,2,power,0.9180076582529540,0.0026685380935668900,Bayes_s
252,18,2,power,0.19688806233443200,0.001972041130065920,Bayes_s
253,20,2,power,0.7021613335964490,0.0028206586837768600,Bayes_s
254,19,2,power,0.8102439598071290,0.002756776809692380,Bayes_s
255,16,2,power,0.8606484997438610,0.0026530838012695300,Bayes_s
256,19,2,power,0.9980924133064640,0.0024219942092895500,Bayes_s
257,17,2,power,0.7566601087145020,0.0026358413696289100,Bayes_s
258,24,2,power,0.754626944213554,0.003395695686340330,Bayes_s
259,16,2,power,0.7084422172655530,0.003040919303894040,Bayes_s
260,14,2,power,0.5733304629834500,0.0023744392395019500,Bayes_s
261,15,2,power,0.9756339187651120,0.0021915578842163100,Bayes_s
262,17,2,power,0.30792475696707700,0.0031290435791015600,Bayes_s
263,19,2,power,0.6868009751216410,0.002427043914794920,Bayes_s
264,25,2,power,0.8609594543145940,0.0024170589447021500,Bayes_s
265,24,2,power,0.7093870407689350,0.0023837757110595700,Bayes_s
266,17,2,power,0.8862843121425770,0.002577657699584960,Bayes_s
267,18,2,power,0.570755121282249,0.002173638343811040,Bayes_s
268,20,2,power,0.7078621673932240,0.002469625473022460,Bayes_s
269,25,2,power,0.4538003233130220,0.003005061149597170,Bayes_s
270,20,2,power,0.7345923006850970,0.003027076721191410,Bayes_s
271,20,2,power,0.6402474879455270,0.00269254207611084,Bayes_s
272,24,2,power,0.8629029203816770,0.0025552988052368200,Bayes_s
273,15,2,power,0.9765488427905380,0.0022611379623413100,Bayes_s
274,21,2,power,0.9726738704475550,0.0023854255676269500,Bayes_s
275,21,2,power,0.47304362732493400,0.002148165702819820,Bayes_s
276,20,2,power,0.6128137202724440,0.0024186849594116200,Bayes_s
277,20,2,power,0.9459796165292290,0.0021623802185058600,Bayes_s
278,16,2,power,0.3466485675160110,0.0019514656066894500,Bayes_s
